"baseMean","log2FoldChange","lfcSE","pvalue","padj","pathway","meanNorm_sev","prev_sev"
23.7215659085509,-0.626551505905882,1.77083591794996,0.183805730357237,0.552046370083082,"12DICHLORETHDEG-PWY",19.9498123353491,0.333333333333333
61.1054883032877,-0.679521624336332,1.440847095995,0.0843603033315808,0.315752245247979,"14DICHLORBENZDEG-PWY",681.500018402984,0.833333333333333
31702.2165880575,0.00385482064770713,0.0388033196367737,0.371849682109509,0.703651170697118,"1CMET2-PWY",36433.3859647932,1
444.034189570555,-0.637406777113169,1.56221962919589,0.131837869646906,0.430861443556194,"3-HYDROXYPHENYLACETATE-DEGRADATION-PWY",399.36997104962,0.555555555555556
22.5848029497371,-0.579651050854989,1.75352934535272,0.210699385166916,0.583680702154579,"AEROBACTINSYN-PWY",62.2158112160078,0.277777777777778
1205.72781044715,-3.39015490380138,1.32280059002306,0.00053535120477323,0.00652549711764126,"ALLANTOINDEG-PWY",1580.18200045892,1
29772.0548552371,0.00608712247308968,0.0495280756830172,0.265835483442412,0.668948513938254,"ANAEROFRUCAT-PWY",32320.0199476774,1
51385.0339972293,0.00303263565341724,0.029282191667626,0.342971682313593,0.703651170697118,"ANAGLYCOLYSIS-PWY",48791.0861961821,1
19389.0305776867,0.0041561349556306,0.0505655927497936,0.508707585514006,0.762216349059192,"ARG+POLYAMINE-SYN",21232.7381571213,1
7.6469403304021,-14.2990937359159,7.08905757335003,0.000109509480133684,0.00248051456375688,"ARGDEG-IV-PWY",183.035961978387,0.111111111111111
45.5385992818167,-0.547465226248404,1.60146455550305,0.201634328247832,0.575551152150456,"ARGDEG-PWY",519.416573394377,0.388888888888889
16265.009687404,0.0155882171044629,0.0981266745249672,0.205597708310391,0.578574021944742,"ARGININE-SYN4-PWY",17839.3092107137,1
29674.7973246166,-0.00272660188356231,0.0340866883040808,0.483423507388168,0.750885338316849,"ARGSYN-PWY",29437.033769,1
29505.2547750667,-0.0054561068168421,0.0477857108732398,0.306432550484992,0.703651170697118,"ARGSYNBSUB-PWY",29318.7939616473,1
54330.8815875087,0.000110844129460839,0.0219114523342982,0.966429766740042,0.983882223024286,"ARO-PWY",50602.8598487496,1
20292.9687544428,0.000534262626322634,0.0501367709365728,0.940297114818714,0.972646786200092,"ASPASN-PWY",20678.7939055129,1
976.668628447984,-4.18586042242024,2.12514037831088,0.00142454363040689,0.0152968851741311,"AST-PWY",852.358917720874,1
51556.8654579715,0.000799717950543906,0.0297110001742882,0.827198169908797,0.910742556642946,"BRANCHED-CHAIN-AA-SYN-PWY",46573.4583726705,1
46406.497333533,0.00288474071712836,0.0269992105022901,0.331347145061107,0.703651170697118,"CALVIN-PWY",48406.3712655319,1
405.8091547961,-0.195254221411718,0.617101918940089,0.142950148276622,0.457237708317421,"CARNMET-PWY",229.000858891343,0.888888888888889
687.665143092535,-4.82867643532625,1.46384866898798,0.000122390813720988,0.00248051456375688,"CATECHOL-ORTHO-CLEAVAGE-PWY",1351.73290274897,1
25.9356298125439,-0.886219961599366,1.91282644122506,0.0965697801209944,0.348423766676548,"CHLOROPHYLL-SYN",16.1461820821236,0.277777777777778
10664.1123376279,-0.0244884168311443,0.136813704585558,0.192316659162764,0.56321307326238,"CITRULBIO-PWY",9361.67351732063,1
56060.9739527601,0.00329895422245142,0.0345405552070657,0.387791431714805,0.705217482674907,"COA-PWY",53013.4381129697,1
52970.2324442367,0.00379566647986553,0.0352117166041035,0.320713426604872,0.703651170697118,"COA-PWY-1",51533.6542103557,1
11582.562802804,-0.000748360203807979,0.0587732114903117,0.931827238307654,0.966101343624717,"COBALSYN-PWY",15432.3300159396,1
17.3893343472969,-4.52294923049259,3.25649304319668,0.00332176341701371,0.0293748098249644,"CODH-PWY",25.8152357689151,0.388888888888889
19214.8201658431,-0.00392428005044794,0.0840544824212788,0.770931975758855,0.89997808624389,"COLANSYN-PWY",27133.8828578373,1
57837.0944889297,0.00028554172227659,0.0221664113838496,0.914535641621149,0.966101343624717,"COMPLETE-ARO-PWY",53457.9969527181,1
148.91554506123,-1.42799452556484,2.50848764311809,0.0520512512506172,0.223572517276461,"CRNFORCAT-PWY",492.750436131473,0.444444444444444
42783.8170625555,0.00140404984613727,0.0226227840746801,0.591226302844555,0.803587620255963,"DAPLYSINESYN-PWY",42991.8508287768,1
1530.65582588575,-0.0041943862603508,0.11567316319376,0.840377035547576,0.919927288912516,"DARABCATK12-PWY",1476.7640667285,1
4682.72951488946,0.0203857946620443,0.165326103211068,0.474047102160876,0.748115726811756,"DENITRIFICATION-PWY",3217.83678153351,1
50944.9541028605,0.00227612682622093,0.0317884057889783,0.534235612111991,0.76665835673193,"DENOVOPURINE2-PWY",45718.8091606647,1
811.508856616787,-6.42452212481624,1.79792720231895,3.97191146357182e-05,0.00135891085796631,"DHGLUCONATE-PYR-CAT-PWY",697.524682216125,0.833333333333333
35182.0524929529,-0.00134820951271343,0.0320118339071843,0.730931903485705,0.89822966886118,"DTDPRHAMSYN-PWY",34330.9927033232,1
12.8033497413521,-0.90922047435616,1.69785210445422,0.0631264764075432,0.254196793391089,"ECASYN-PWY",180.175766225819,0.666666666666667
5205.18317076714,-3.97831271918119,1.23449561984833,0.000159500936472172,0.00248051456375688,"FAO-PWY",6960.07015166579,0.944444444444444
39622.5430509619,0.00401063243183947,0.034449471628274,0.279014405760312,0.684898381146983,"FERMENTATION-PWY",40131.6775469567,1
53273.7453277875,0.000765744579296929,0.0222291262779849,0.771314411044503,0.89997808624389,"FOLSYN-PWY",50105.2908564364,1
